,Unnamed: 0,book_id,book_language,book_series_number,book_title,book_author,book_year,sentence_page,sentence_id,sentence_language,sentence_type,sentence_number,sentence_text,sentence_sentiment_score,sentence_lda,sentence_lda_scores
6979,6979,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,51,6980,de,text,348,"Dieses hatte seinen Grun d in dem jeweiligen Vorherrsche n eines der additionalen Elemente; das Sichelförmige"" rief Kon zentratio n und Ruhe hervor (den Zustand, in dem der Maler sich bemühte, seine n Verstand zur Erfassung des ihm vorschwebenden Systems zu zwingen); sobal d er aber die Lösung gefunden hatte, fixierte er sie (die Lösung), in heiterer Stimmun g und mit Leichtigkeit, auf der Leinwand.",0,"['larg', 'english', 'turn']","[0.362, 0.319, 0.299]"
6980,6980,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,51,6981,de,text,349,"Darau f verstärkte ich die Dosis des kubistischen additionalen Elements solange, bis sich eine Stockung in der Arbeit bemerkbar machte und schließlich sozusagen di e malerische Paralyse eintrat.",0,"['larg', 'english', 'turn', 'salon', 'respons', 'indic']","[0.508, 0.465, 0.445, 0.238, 0.214, 0.211]"
6981,6981,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,51,6982,de,text,350,"Der Maler hätte sich die Lösung gerne durch theoretisch e Berechnungen erleichtert, gelangte jedoch auf diesem Wege nicht zu m Ziele, da in ihm das Streben zu malerischer Formgebung, im Sinne eines Cézannesche n gefühlsmäßigen Aufbaues stark überwog.",-0.2,"['peopl', 'plan', 'steam', 'larg', 'english', 'turn']","[0.359, 0.294, 0.283, 0.347, 0.304, 0.284]"
6982,6982,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,51,6983,de,text,351,Augenscheinlich ist die Lösun g (das Gestaltwerdenlassen der Empfindung) auf rein theoretischem Wege nich t zu erreichen.,0,"['lass', 'manag', 'ceil', 'larg', 'english', 'turn']","[0.863, 0.577, 0.54, 0.267, 0.224, 0.204]"
6983,6983,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,51,6984,de,text,352,Die Theorie ist nur eine gewisse Grundlage im Rahmen de s Bewußtseins; die endgültige Lösung aber bleibt immer dem Unter (oder Übe r )Bewußtsein — dem Gefühlsmäßigen oder der Empfindung — vorbehalten.,0,"['sound', 'creativ', 'clear', 'larg', 'english', 'turn']","[0.527, 0.503, 0.499, 0.354, 0.311, 0.291]"
6984,6984,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,105,6985,de,text,353,"4.— mitglieder des kreis der freunde des bauhauses"" erhalten die Zeitschrift kostenlos",0,"['peopl', 'plan', 'steam', 'lass', 'manag', 'ceil']","[0.626, 0.561, 0.55, 0.536, 0.25, 0.213]"
6985,6985,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6986,de,text,354,"haben die Fähigkeit, neue additional Elemente hervorzubringen, die imstande sind, die gewohnte Auffassung umzustürzen und eine neue künstlerische Ordnung aufzustellen.",0,"['peopl', 'plan', 'steam', 'home', 'motor', 'servic']","[0.429, 0.364, 0.353, 0.355, 0.336, 0.334]"
6986,6986,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6987,de,text,355,"Dieses kommt daher, weil durch das additional Element eine Rekonstruktion widergespiegelter Erscheinung vor sich geht.",0,"['peopl', 'plan', 'steam', 'close', 'previous', 'lamp']","[0.258, 0.193, 0.182, 0.245, 0.172, 0.171]"
6987,6987,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6988,de,text,356,"Darum wird die Natur bald zum Cézanneschen Realismus, bald kubistisch oder futuristisch.",0,"['gothic', 'europ', 'late', 'peopl', 'plan', 'steam']","[0.48, 0.47, 0.399, 0.244, 0.179, 0.168]"
6988,6988,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6989,de,text,357,"(Bei der Beobachtung eines Individuums, dem ein additionales Element irgendeiner malerischen Richtung eingeimpft war, habe ich gesehen, daß der Zustand der malerischen Masse sich allmählich verändert.",0,"['haus', 'band', 'attempt', 'idea', 'influenc', 'experiment']","[0.576, 0.519, 0.384, 0.251, 0.248, 0.243]"
6989,6989,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6990,de,text,358,"Ich erkläre das damit, daß in dem Bewußtsein des Malers gewisse Schwankungen der ,,Gewichtsempfindungen"" durch die Einwirkung des additionalen Elements hervorgerufen werden.)",0,"['land', 'need', 'question', 'ton', 'contain', 'flow']","[0.416, 0.397, 0.383, 0.253, 0.215, 0.194]"
6990,6990,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6991,de,text,359,"Auf diese Weise erhalten wir auf der Maloberfläche neue Projektionen der im Gehirn Gestalt werdenden Reizungen, die damit für das Leben zu Realitäten werden.",0,"['plane', 'assembl', 'mobil', 'hang', 'possibl', 'handl']","[0.442, 0.389, 0.384, 0.244, 0.176, 0.174]"
6991,6991,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6992,de,text,360,"Die Erscheinungen der Natur oder der malerischen Form werden in eine neue Ebene verlegt, in der die Beziehungen der Elemente sich vom Gegen ständlichen zu befreien beginnen und eine neue Ordnung in der malerischen Auffassung bilden.",0,"['number', 'weav', 'thread']","[0.602, 0.596, 0.564]"
6992,6992,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6993,de,text,361,"Die Umgestaltung der Erscheinungen erfolgt also nicht willkürlich oder infolge einer Veränderung des eigentlichen Sehvermögens des Malers, sondern nach unumstößlichen Gesetzen, die durch das jeweilig wirkende additionale Element bestimmt werden.",0,"['hous', 'fort', 'vacuum', 'begin', 'speak', 'streb']","[0.319, 0.301, 0.3, 0.333, 0.296, 0.286]"
6993,6993,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6994,de,text,362,"Unter der Einwirkung dieses oder jenes additionalen Elementes verstärkt oder vermindert der Maler den empfangenen Eindruck, d. h. er läßt gewisse Elemente der Erscheinung fort oder fügt neue hinzu.",0,"['took', 'optic', 'problem', 'soil', 'posit', 'claim']","[0.263, 0.211, 0.204, 0.216, 0.204, 0.196]"
6994,6994,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,58,6995,de,text,363,"Das Gegenständliche der Darstellung, das früher die Hauptsache war, tritt in den Hintergrund, es löst sich in der neuen Ebene auf und geht damit für diejenigen verloren, die das umgestaltende Gesetz nicht erkennen.",0,"['mach', 'household', 'system', 'haus', 'band', 'attempt']","[0.533, 0.363, 0.346, 0.465, 0.408, 0.273]"
6995,6995,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,6996,de,text,364,"Somi t bilden die Natur und der Mensch zwei zueinanderstrebende Gegensatz lichkeiten , denen es versagt ist, einander zu begreifen — sich zu vereinigen, d a die Tatsächlichkeit der Natur durchaus anders ist als das Zerrbild der Vor Stellun g dieser Tatsächlichkeit in dem Bewußtsein des Menschen.",0,"['plane', 'assembl', 'mobil', 'squar', 'appli', 'firm']","[0.378, 0.325, 0.32, 0.19, 0.181, 0.181]"
6996,6996,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,6997,de,text,365,"Alles , was wir Natur nennen, ist lediglich ein Phantasie Gebilde, da s nicht die geringste Ähnlichkeit mit der Tatsächlichkeit hat.",0,"['hous', 'fort', 'vacuum', 'squar', 'appli', 'firm']","[0.368, 0.35, 0.349, 0.213, 0.204, 0.204]"
6997,6997,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,6998,de,text,366,"In dem Augen blicke , da der Mensch die tatsächliche Wirklichkeit begreifen würde, wäre der Kamp f entschieden, und die ewige, unerschütterliche Vollkommenheit erreicht Die s 1st nun keineswegs der Fall, und so geht denn der aussichtslose Kampf weiter .",0,"['especi', 'task', 'composit', 'vision', 'brush', 'percier']","[0.373, 0.349, 0.344, 0.382, 0.333, 0.321]"
6998,6998,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,6999,de,text,367,"Das , wofür wir kämpfen, ist, wie gesagt, nichts anderes, als das Bewußtsein; wobe i die Tatsache, daß unser Nervensystem und unser Hirn nicht immer und nich t unbedingt unter der Kontrolle des Bewußtseins in Funktion treten, sondern auc h außerhalb des Bewußtseins reaktions und aktionsfähig sind, außer acht gelasse n wird.",0,"['vision', 'brush', 'percier', 'point', 'look', 'histori']","[0.525, 0.476, 0.464, 0.233, 0.185, 0.155]"
6999,6999,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,7000,de,text,368,"Di e aus einer Empfindung entstehende künstlerische (malerische) Auffassung de r linearen, zweidimensionalen und räumlichen Erscheinungen stützt sich nicht auf eine verstandesmäßige Erkenntnis des zweckmäßigen Zusammenhanges dieser Erscheinungen ; sie ist gegenstandslos und unbewußt und bildet vom Stand punkt e des Verstandesmäßigen gewissermaßen eine blinde, unkontrollierbare Norm"" .",0,"['vision', 'brush', 'percier', 'natur', 'patent', 'sens']","[0.432, 0.383, 0.371, 0.613, 0.479, 0.392]"
7000,7000,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,7001,de,text,369,"Jedoc h dem Menschen ist das Bewußtsein stets das Entscheidende, ( - der Wert de s Daseins —).",0,"['hous', 'fort', 'vacuum', 'vision', 'brush', 'percier']","[0.582, 0.564, 0.563, 0.207, 0.158, 0.146]"
7001,7001,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,7002,de,text,370,"Darin liegt ein Widerspruch, denn die Materie kan n nie zur Leiche werden; sie wird nicht geboren und kann nicht sterben, sie verändert ihre Konsistenz ohne zu leiden, denn sie besitzt keine Werte.",0,"['idea', 'influenc', 'experiment', 'materi', 'later', 'lead']","[0.21, 0.207, 0.202, 0.265, 0.197, 0.196]"
7002,7002,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,7003,de,text,371,"De r Mensch aber besitzt Werte, die selbst durch den Tod nicht vernichtet wer den ; er wird von seinen Mitmenschen bewertet"" und zwar nach Maßgabe des in seinem Leben zur Realisation gelangten Bewußtseins.",0,"['touch', 'believ', 'mention', 'warm', 'simpl', 'build']","[0.303, 0.286, 0.279, 0.359, 0.247, 0.239]"
7003,7003,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,19,7004,de,text,372,"Der Wert des Men sehe n liegt keineswegs in dem materiellen Körper, sondern in dem Bewußtsein, desse n Wesen und Gehalt in dieser oder jener Form als bleibende Werte zu realisieren sind.",0,"['idea', 'influenc', 'experiment', 'hous', 'fort', 'vacuum']","[0.292, 0.289, 0.284, 0.277, 0.259, 0.258]"
7004,7004,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7005,de,text,373,"Leide r ist nun aber das Verständnis für die Verschiedenartigkeit malerischer Kulture n noch immer sehr mangelhaft; und obwohl wir neben der Haupt einteilun g der Erscheinungen in der bildenden Kunst (Graphik, Malerei, Archi tektur ) verschiedene Strömungen (Kunstrichtungen) wie: Impressionismus, Kubis mus , Futurismususw.",0,"['begin', 'speak', 'streb', 'wood', 'pari', 'institut']","[0.442, 0.405, 0.395, 0.31, 0.285, 0.275]"
7005,7005,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7006,de,text,374,"unterscheiden, sind die diesbezüglichen Begriffsbestimmungen noc h so unklar, daß ohne wissenschaftliche Analyse eine Klärung unmöglich erscheint.",0,"['natur', 'patent', 'sens', 'characterist', 'show', 'skill']","[0.678, 0.544, 0.457, 0.275, 0.264, 0.257]"
7006,7006,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7007,de,text,375,"I m Verlaufe vieler jähre habe ich mit Malern, die unter dem Einflüsse dieses ode r jenes additionalen Elementes standen, verschiedene Versuche angestellt und interessant e Resultate erzielt.",0,"['seat', 'spatial', 'theoret', 'hous', 'fort', 'vacuum']","[0.505, 0.451, 0.437, 0.245, 0.227, 0.226]"
7007,7007,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7008,de,text,376,"Die ,,mit Malerei infizierten"" Individuen wurden nac h Maßgabe entsprechender, charakteristischer Zustandserscheinungen (je nach de m in Erscheinung tretenden additionalen Element) in zusammenhängende Gruppe n geordnet.",0,"['transport', 'vari', 'pullman', 'natur', 'patent', 'sens']","[0.53, 0.525, 0.519, 0.396, 0.262, 0.175]"
7008,7008,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7009,de,text,377,"Sodann beschloß ich, die Ergebnisse meiner theoretischen Forschunge n in der Praxis zu überprüfen.",0,"['war', 'solut', 'visibl', 'link', 'chang', 'eighteenth']","[0.391, 0.306, 0.267, 0.314, 0.248, 0.236]"
7009,7009,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7010,de,text,378,"Die eine arbeitete im Sinne bewußten, theoretischen Schaffens, die andere im Sinne des unbewußten, intuitive n Gestaltens.",0,"['part', 'reach', 'sign', 'lass', 'manag', 'ceil']","[0.465, 0.413, 0.405, 0.696, 0.41, 0.373]"
7010,7010,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7011,de,text,379,"Dabei stellte ich fest, daß die Schüler der ersten Gruppe nac h Überwindung des Cézanneismus auf dem We g der theoretischen Erfassung mühelo s bis ins letzte (vierte) Stadium des Kubismus folgen konnten, während di e Schüler der zweiten Gruppe über Cézanne kaum hinauskamen.",0,"['plane', 'assembl', 'mobil', 'kitchen', 'seri', 'attitud']","[0.511, 0.458, 0.453, 0.278, 0.191, 0.167]"
7011,7011,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7012,de,text,380,"Man kann somi t behaupten, daß das erste Stadium des Kubismus die äußerste Grenze der malerische n Möglichkeiten darstellt.",0,"['especi', 'task', 'composit']","[0.83, 0.806, 0.801]"
7012,7012,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7013,de,text,381,"Die Malerei verträgt weder Konstruktion noc h Rekonstruktion, so daß die verschiedenen Stadien des Kubismus, in denen da s Element der Konstruktion oder Rekonstruktion entscheidend ist, den Maler veranlassen , zur Materie zurückzukehren.",0,"['transport', 'vari', 'pullman']","[0.315, 0.31, 0.304]"
7013,7013,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7014,de,text,382,Im zweiten Stadium des Kubismus bereits erkenn t man die gegenständliche Materie nicht mehr.,0,"['natur', 'patent', 'sens', 'photo', 'student', 'stock']","[0.461, 0.327, 0.24, 0.264, 0.246, 0.225]"
7014,7014,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7015,de,text,383,"Der Künstler, der seine Kuns t über die malerischen Möglichkeiten hinaus entwickeln will, ist gezwungen, zur Theorie und Logik zu greifen und somit das Gestalten des Unterbewußt seins unter die Kontrolle des Bewußtseins zu stellen.",0,"['element', 'wall', 'form', 'lass', 'manag', 'ceil']","[0.832, 0.574, 0.541, 0.537, 0.251, 0.214]"
7015,7015,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7016,de,text,384,"Kunstschülern , die im Sinne der Cézanneschen Kultur arbeiteten, demonstrierte ich verschiedene fragmentarische und konstruktive Organisationen des additio nalen Elements.",0,"['end', 'chair', 'have', 'concept', 'romant', 'young']","[0.361, 0.254, 0.233, 0.252, 0.219, 0.218]"
7016,7016,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7017,de,text,385,"Die Wirkung war bei allen Schülern gleich stark, trotzdem sie sich in den Zuständen ihrer malerischen Infektion"" voneinander unter schieden .",-0.2,"['transport', 'vari', 'pullman', 'chair', 'metal', 'circl']","[0.444, 0.439, 0.433, 0.411, 0.345, 0.305]"
7017,7017,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7018,de,text,386,"Ich versuchte unausgesetzt, durch die Logik der Theorie auf das Bewußtsein einzuwirke n und setzte dies solange fort, bis da s Bewußtsein auf die entsprechenden Erscheinunge n zu reagieren begann.",0,"['transport', 'vari', 'pullman', 'end', 'chair', 'have']","[0.401, 0.396, 0.39, 0.348, 0.241, 0.22]"
7018,7018,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,50,7019,de,text,387,"Sobal d dies der Fall war, begann das theoretische, logische Element an Bedeutung 4 MALEWITSCH ^^^^ 4 9",0,"['transport', 'vari', 'pullman', 'light', 'came', 'dung']","[0.32, 0.315, 0.309, 0.479, 0.281, 0.262]"
7019,7019,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7020,de,text,388,"Das geschwächte, zentrifugale Empfinden des Hirns offenbart alle oben erwähnten Zustände der Masse in ihrem schlaffen Zustande, die verstärkte zentri» fugale Bewegung aber bringt umgekehrt die erschlafften Massen und Linien wieder in straffen Zustand.",0,"['transport', 'vari', 'pullman', 'play', 'scienc', 'problem']","[0.603, 0.598, 0.592, 0.256, 0.254, 0.23]"
7020,7020,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7021,de,text,389,Ein Maler mit geschwächtem zentrifugalen Empfinden wird selbst in der Stadt stets weichkörperige Ansammlungen farbiger Masse aufnehmen.,0,"['transport', 'vari', 'pullman', 'concept', 'romant', 'young']","[0.352, 0.347, 0.341, 0.275, 0.242, 0.241]"
7021,7021,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7022,de,text,390,"Es ist ihm unmöglich, die farbige Energie oder Linie in den metallischen Spannungen der Maschinen zu erfassen, sein Hirn wird einfach zerzaust"" und sein Bewußtsein unfähig, eine straffe Linie mit der anderen in Verbindung zu bringen.",0,"['natur', 'patent', 'sens', 'mal', 'ding', 'formal']","[0.467, 0.333, 0.246, 0.385, 0.344, 0.228]"
7022,7022,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7023,de,text,391,"Es wird stets das statische Moment in der Gegen Überstellung von Licht und Schatten der Mauern, die lockere, lehmartige, ocker farbige Masse mit blau bläulichen, braun grünen Tönen suchen — es leidet an Farbenscheuheit.",0,"['complex', 'abstract', 'rule', 'war', 'solut', 'visibl']","[0.495, 0.491, 0.479, 0.374, 0.289, 0.25]"
7023,7023,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7024,de,text,392,"Die Technik eines solchen Malers wird sich in borkenartigen Farbenmassen und den charakteristischen einander kreuzenden Pinselstrichen äußern; es ist eine ausgesprochene Staffeleimalerei, die unter Anwendung zweier verschiedener Methoden — der sichtbaren und der versteckten — entstehen kann.",0,"['natur', 'patent', 'sens', 'hous', 'fort', 'vacuum']","[0.494, 0.36, 0.273, 0.285, 0.267, 0.266]"
7024,7024,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7025,de,text,393,"Wenn aber die Hohlen"" der Kategorie A D wieder in die Umgebung der städtischen Kultur 2 gelangen, so tritt eine Wiederholung ein, d. h. ihr malerischer Zustand wird wieder straff.",0,"['mal', 'ding', 'formal', 'end', 'chair', 'have']","[0.56, 0.519, 0.403, 0.36, 0.253, 0.232]"
7025,7025,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7026,de,text,394,"Die Maler der Kategorie A,D können unter anderem nie gewisse Grenzen der Entwicklung dieses oder jenes malerischen Elementes überschreiten.",0,"['museum', 'stuttgart', 'journal', 'transport', 'vari', 'pullman']","[0.294, 0.266, 0.241, 0.173, 0.168, 0.162]"
7026,7026,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7027,de,text,395,"Sie stehen zwischen zwei Einfluß Sphären, und die geringste Neigung zur Vorstadt entfernt sie vom metallischen Pol.",0,"['bauhaus', 'dessau', 'gropius', 'light', 'came', 'dung']","[0.573, 0.484, 0.304, 0.384, 0.186, 0.167]"
7027,7027,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7028,de,text,396,"Die Darstellung der Natur (Wolken, Berghänge, Wälder usw.)",0,"['photo', 'student', 'stock']","[0.282, 0.264, 0.243]"
7028,7028,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7029,de,text,397,"Ein Maler der Kategorie Α., D hat keine eigene Willenskraft, er kann nur einen fremden Willen aufnehmen und ihn wunder voll kultivieren.",0,"['natur', 'patent', 'sens', 'gut', 'bread', 'away']","[0.613, 0.479, 0.392, 0.619, 0.467, 0.386]"
7029,7029,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7030,de,text,398,"Diese Kategorie bildet den günstigsten Boden für die Reali sierung jeder Idee, durch sie halten sich Lehren, Systeme, Staaten.",0,"['white', 'black', 'demand', 'year', 'high', 'earli']","[0.33, 0.326, 0.292, 0.292, 0.245, 0.241]"
7030,7030,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7031,de,text,399,Als die ge fährlichste ist die Kategorie A - die eklektische - anzusehen; sie will ein Werk 4 aus lauter sich widersprechenden Systemen schaffen.,0,"['chair', 'metal', 'circl', 'standard', 'angl', 'establish']","[0.405, 0.339, 0.299, 0.239, 0.229, 0.191]"
7031,7031,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,57,7032,de,text,400,"(In der Politik würde man diese Kategorie Kompromißler"" nennen.)",0,"['berlin', 'kinet', 'worker', 'end', 'chair', 'have']","[0.638, 0.457, 0.432, 0.298, 0.191, 0.17]"
7032,7032,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,39,7033,de,text,401,"Es wäre somit durchaus denkbar, daß man in einem Gemälde an der Eigenart der formalen Wertverhältnisse, der Farbenharmonie und der Faktur die Ent wickelung d er gestaltenden Bewegung und die veranlassende Verfassung des Künstlers durch vergleichende Analyse der vermutlichen Absichten, der ver werteten Mittel und der erreichten Expression erkennen könnte.",0,"['white', 'black', 'demand', 'late', 'step', 'dimension']","[0.431, 0.427, 0.393, 0.286, 0.278, 0.232]"
7033,7033,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,39,7034,de,text,402,"Eine auf diese Weise konstruierte Formel könnte als Bewertungsmaßstab des in einem Gemälde zum Ausdruck gelangten Verhältnisses der gestaltenden Per sönlichkeit (des Subjekts) zu der veranlassenden Erscheinung (zu dem Objekt) angesehen werden; vorausgesetzt, daß man sich damit begnügt, ein Kunstwerk (das Gemälde) im Sinne der Zeit (des jeweiligen Zustandes der Kultur, der Technik, des Fortschrittes) zu bewerten, da ein Kunstwerk an und für sich überhaupt nicht meßbar ist.",0,"['industriell', 'knowledg', 'suggest', 'hous', 'fort', 'vacuum']","[0.48, 0.465, 0.461, 0.283, 0.265, 0.264]"
7034,7034,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,39,7035,de,text,403,"Es entsteht außerhalb der Zeit, denn die Kunst progressiert nicht.",0,"['hang', 'possibl', 'handl', 'ton', 'contain', 'flow']","[0.463, 0.395, 0.393, 0.403, 0.365, 0.344]"
7035,7035,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,39,7036,de,text,404,"Da nun dieses charakterisierende Verhältnis der Geraden und Geschwungenen durchaus verschieden ausfallen kann, so ist es am zweckmäßigsten, annähernd gleichartige Erscheinungsformen desselben in Kategorien zu ordnen, eine male rische Variabilitätsmöglichkeit der Erscheinungsformen innerhalb einzelner Kate gorien festzusetzen und dieselbe durch eine graphische Formel darzustellen.",0,"['haus', 'band', 'attempt', 'passiv', 'rapid', 'respect']","[0.421, 0.364, 0.229, 0.229, 0.215, 0.202]"
7036,7036,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,39,7037,de,text,405,"Diese graphische Formel tritt, sobald sie die Eigenart des Verhältnisses der Geraden und der Geschwungenen einer andern Kategorie beeinflußt , als additionales Element in Erscheinung und bewirkt die Entstehung neuer charak terisierender Verhältnisse.",0,"['small', 'eng', 'law', 'spiral', 'french', 'hold']","[0.316, 0.251, 0.24, 0.2, 0.198, 0.191]"
7037,7037,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,28,7038,de,text,406,keit · wie dies ζ. Β. in bezug auf die Komplementärfarben der Fall ist.,0,"['gut', 'bread', 'away', 'york', 'art', 'press']","[0.602, 0.45, 0.369, 0.336, 0.303, 0.258]"
7038,7038,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,28,7039,de,text,407,"(Die Untersuchun g der Farbenharmonien"" an Bildern verschieden normierter Aus drucksmethode n ließ erkennen, daß jede malerische Norm ihre eigenen Gesetze, auc h in bezug auf die Komplementärfarben aufweist.)",0,"['room', 'stein', 'draw']","[0.361, 0.207, 0.178]"
7039,7039,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,28,7040,de,text,408,40—43 DIE VERÄNDERUNGEN EINER NATURALISTISCHEN BAUMDARSTELLUNG UNTER DEM EINFLUSSE DES ADDITIONALEN ELEMENTES CÉZANNESCHER KULTUR.,0,"['period', 'prof', 'bauhausbuch', 'natur', 'patent', 'sens']","[0.389, 0.259, 0.244, 0.475, 0.341, 0.254]"
7040,7040,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,43,7041,de,text,409,"Das Bild ist gewissermaßen die Autzeichnung einer variierenden Farbenenergie, die sich in Flächen, oder Linien konzentriert, so daß der allgemeine Begriff Malerei"" folgendermaßen spezifiziert werden müßte: 1. farbige Graphik, 2.",0,"['object', 'pressur', 'suppli']","[0.731, 0.695, 0.674]"
7041,7041,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,43,7042,de,text,410,"(Die farbige Graphik eines Holbein, die Farbflächenmalerei eines Matisse oder Gauguin und die eigentliche Malerei Rembrandts und Cézannes.)",0,"['materi', 'later', 'lead', 'block', 'wooden', 'normal']","[0.294, 0.226, 0.225, 0.207, 0.203, 0.203]"
7042,7042,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,43,7043,de,text,411,"Die Verschiedenartigkeit dieser drei Farbensprachen erkennen wir ohne weiteres an der Struktur des Bildkörpers, an dem Charakter des Farbennetzes etc.",0,"['concentr', 'tubular', 'intuit', 'hand', 'tabl', 'oper']","[0.581, 0.575, 0.566, 0.444, 0.264, 0.235]"
7043,7043,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,4,7044,de,text,412,KASIMI R MALEWITSCH DIE GEGENSTANDSLOSE WELT ALBERT LANGEN VERLAG / MÜNCHEN,0,"['complex', 'abstract', 'rule', 'part', 'reach', 'sign']","[0.46, 0.456, 0.444, 0.297, 0.245, 0.237]"
7044,7044,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,8,7045,de,text,413,"Es beleuchtet jedoch die modern e russische Malerei, die Kunst- und Lebensauffassung ihre r Träger von einer neuen, uns bisher unbekannten Seite.",0.2,"['motion', 'techniqu', 'view', 'sound', 'creativ', 'clear']","[0.491, 0.451, 0.436, 0.283, 0.259, 0.255]"
7045,7045,10,de,11,Die gegenstandslose Welt,Kasimir Malewitsch,1927,5,7046,de,text,414,"DI E ÜBERSETZUNG BESORGTE Α. VO N RIESEN ALLE RECHTE, AUCH DAS DER REPRODUKTION VORBEHALTEN COPYRIGHT 1927 BY ALBERT LANGEN VERLAG MÜNCHEN DRUCK: HESSE & BECKER, LEIPZIG KLISCHEES: C. DÜNNHAUPT &.",0,"['curv', 'straight', 'free', 'start', 'total', 'klee']","[0.325, 0.287, 0.258, 0.195, 0.184, 0.181]"
